clip_id,dataset_id,fold_r,split,soundscape,masker,smr_db,is_common_stimulus,audio_asset,video_asset,video_asset_id,start_s,end_s,licence_spdx,n_responses,mean_PAQ1_pleasant,mean_PAQ2_vibrant,mean_PAQ3_eventful,mean_PAQ4_chaotic,mean_PAQ5_annoying,mean_PAQ6_monotonous,mean_PAQ7_uneventful,mean_PAQ8_calm,mean_appropriate,mean_ISOPleasant,mean_ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ARAUS_005928,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,water_00076.wav,-3,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,-0.133883,0.676777,70.49,29.5,1.76,0.0306,0.0106,0.322
ARAUS_005929,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00007.wav,3,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0,-0.133883,0.53033,70.19,25.8,1.21,0.0433,0.0128,0.373
ARAUS_005930,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00007.wav,6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,1.0,1.0,2.0,5.0,5.0,2.0,4.0,1.0,5.0,-0.78033,0.012563,69.22,24.6,1.23,0.0412,0.0122,0.396
ARAUS_005931,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00011.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,-0.28033,0.116117,74.1,29.1,1.26,0.0471,0.0144,0.495
ARAUS_005932,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00011.wav,6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,-0.426777,-0.28033,68.85,24.0,1.26,0.0382,0.0117,0.446
ARAUS_005933,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00013.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,-0.603553,0.207107,74.4,33.2,1.26,0.0445,0.0171,0.262
ARAUS_005934,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00013.wav,6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,1.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,-0.853553,-0.103553,68.8,24.4,1.26,0.0383,0.0123,0.401
ARAUS_005935,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00020.wav,-3,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,-0.426777,0.21967,71.5,30.5,1.58,0.0356,0.0115,0.295
ARAUS_005936,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00020.wav,0,False,,R0037_360,R0037_360,0.0,30.0,Other,1,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,0.03033,-0.28033,70.07,27.7,1.52,0.0353,0.0111,0.329
ARAUS_005937,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00021.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,-0.292893,-0.207107,72.44,33.2,1.76,0.0327,0.0114,0.29
ARAUS_005938,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00021.wav,6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,-0.207107,0.5,68.37,24.9,1.44,0.0346,0.0112,0.385
ARAUS_005939,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00025.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,0.146447,0.707107,73.28,35.6,1.68,0.0364,0.0129,0.163
ARAUS_005940,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00025.wav,3,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,5.0,4.0,5.0,2.0,1.0,1.0,2.0,-0.383883,0.78033,69.1,26.5,1.51,0.035,0.0117,0.335
ARAUS_005941,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00030.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,1.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,-0.633883,0.073223,71.59,31.2,1.45,0.0356,0.0116,0.23
ARAUS_005942,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00030.wav,-3,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,4.0,-0.426777,0.53033,70.14,28.2,1.41,0.0347,0.011,0.293
ARAUS_005943,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00030.wav,6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,-0.207107,0.5,68.23,24.1,1.3,0.0359,0.0111,0.401
ARAUS_005944,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00034.wav,-6,False,,R0037_360,R0037_360,0.0,30.0,Other,1,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,-0.073223,0.323223,72.24,31.9,1.88,0.0298,0.0111,0.291
ARAUS_005945,ARAUS,2,train,R0037_segment_binaural_44100_2.wav,wind_00034.wav,0,False,,R0037_360,R0037_360,0.0,30.0,Other,1,2.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,-0.457107,0.603553,69.55,27.4,1.67,0.0317,0.011,0.338
ARAUS_005946,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00001.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,-0.073223,-0.573223,61.96,14.4,1.2,0.0294,0.0225,0.23
ARAUS_005947,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00002.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,-0.06066,-0.707107,60.77,14.4,1.21,0.0294,0.0211,0.372
ARAUS_005948,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00005.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,0.207107,-0.396447,61.24,14.4,1.2,0.0294,0.0472,0.248
ARAUS_005949,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00009.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,5.0,0.78033,0.133883,61.98,14.9,1.28,0.0322,0.0417,0.161
ARAUS_005950,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00018.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,0.207107,0.0,64.46,15.7,1.42,0.0283,0.0915,0.193
ARAUS_005951,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00020.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,0.926777,0.03033,61.99,15.7,1.48,0.0285,0.028,0.296
ARAUS_005952,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00024.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,0.28033,-0.073223,61.22,14.7,1.26,0.0322,0.0269,0.197
ARAUS_005953,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00029.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,-0.042893,-0.25,60.94,14.4,1.24,0.0295,0.0299,0.191
ARAUS_005954,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00037.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,-0.353553,-0.353553,61.01,14.2,1.18,0.03,0.0307,0.181
ARAUS_005955,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00037.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,0.457107,-0.853553,60.68,14.1,1.18,0.0299,0.0256,0.176
ARAUS_005956,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00039.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,-0.31066,-0.06066,63.35,16.0,1.3,0.029,0.0885,0.17
ARAUS_005957,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00046.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,-0.103553,-0.146447,60.75,14.1,1.18,0.0297,0.0256,0.265
ARAUS_005958,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00049.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,0.103553,-0.292893,60.55,14.4,1.23,0.029,0.0218,0.177
ARAUS_005959,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00052.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,-0.207107,-0.207107,60.74,14.6,1.25,0.034,0.023,0.225
ARAUS_005960,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00056.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,0.353553,-0.146447,63.13,14.9,1.24,0.0292,0.0258,0.21
ARAUS_005961,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00068.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,0.53033,-0.176777,60.91,14.2,1.19,0.0298,0.0366,0.249
ARAUS_005962,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,bird_00076.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.146447,-0.353553,61.46,14.4,1.19,0.032,0.0344,0.201
ARAUS_005963,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00002.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,-0.5,65.07,20.5,1.36,0.0316,0.0276,0.282
ARAUS_005964,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00002.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,-0.176777,0.53033,63.45,18.3,1.34,0.0308,0.0254,0.239
ARAUS_005965,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00002.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,0.353553,-0.353553,61.45,15.7,1.27,0.0296,0.0211,0.183
ARAUS_005966,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00005.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.207107,-0.5,61.09,15.1,1.22,0.0293,0.0124,0.145
ARAUS_005967,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00005.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,-0.21967,0.426777,60.71,14.6,1.2,0.0293,0.0138,0.145
ARAUS_005968,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00012.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,-0.823223,-0.383883,66.37,21.0,1.22,0.0336,0.0233,0.22
ARAUS_005969,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00012.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,0.353553,-0.353553,61.11,14.8,1.18,0.0292,0.0186,0.155
ARAUS_005970,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00013.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,-0.292893,0.0,65.03,19.0,1.38,0.0309,0.0608,0.148
ARAUS_005971,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00013.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,-0.53033,0.012563,62.14,16.0,1.31,0.0293,0.0392,0.148
ARAUS_005972,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00029.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,-0.353553,-0.06066,61.02,14.6,1.22,0.0297,0.0258,0.159
ARAUS_005973,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00029.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,-0.353553,-0.31066,60.68,14.3,1.2,0.0296,0.0212,0.162
ARAUS_005974,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00031.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,1.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,-0.78033,-0.487437,65.98,19.8,2.04,0.0292,0.0121,0.222
ARAUS_005975,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00031.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,-0.603553,-0.103553,64.14,18.2,1.93,0.0281,0.0123,0.205
ARAUS_005976,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00033.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,0.707107,-0.146447,64.37,17.7,1.24,0.057,0.0111,0.289
ARAUS_005977,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00033.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,0.56066,-0.457107,61.75,15.2,1.2,0.0321,0.0141,0.172
ARAUS_005978,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00040.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,-0.603553,-0.103553,65.43,19.3,1.41,0.0303,0.0132,0.424
ARAUS_005979,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00040.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,-0.5,-0.207107,61.41,15.1,1.26,0.0289,0.0143,0.244
ARAUS_005980,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,construction_00040.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,0.426777,-0.176777,60.89,14.6,1.22,0.0293,0.0153,0.207
ARAUS_005981,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,silence_00002.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,3,4.666666666666667,3.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,3.0,3.6666666666666665,3.6666666666666665,4.333333333333333,0.5059223333333334,-0.31903566666666666,60.29,13.800000000000002,1.16,0.0299,0.0175,0.17200000000000001
ARAUS_005982,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,silence_00002.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,3,4.333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.0,4.333333333333333,4.333333333333333,0.52022,-0.28451766666666667,60.29,13.800000000000002,1.16,0.0299,0.0175,0.17200000000000001
ARAUS_005983,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,silence_00002.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,4,3.0,2.5,1.25,1.5,2.75,2.5,4.5,3.5,4.0,0.172335,-0.48299500000000006,60.29,13.8,1.16,0.0299,0.0175,0.172
ARAUS_005984,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,silence_00002.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,4,3.25,2.25,2.5,2.5,3.0,3.75,2.5,2.75,2.5,-0.06564075,-0.12814075,60.29,13.8,1.16,0.0299,0.0175,0.172
ARAUS_005985,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,silence_00002.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,4,3.75,2.5,2.0,2.5,1.5,3.5,4.0,4.5,4.25,0.30621825,-0.42677675000000004,60.29,13.8,1.16,0.0299,0.0175,0.172
ARAUS_005986,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00003.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,-0.573223,-0.176777,64.02,18.0,1.32,0.0318,0.0354,0.144
ARAUS_005987,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00003.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,1.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,-0.426777,-0.426777,62.62,16.5,1.29,0.0303,0.0267,0.146
ARAUS_005988,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00003.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0.103553,0.0,61.64,15.5,1.27,0.0297,0.0206,0.15
ARAUS_005989,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00004.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,-0.31066,0.5,62.9,16.2,1.21,0.0312,0.0152,0.144
ARAUS_005990,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00004.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,0.25,-0.146447,61.87,15.3,1.2,0.0307,0.0158,0.149
ARAUS_005991,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00012.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,0.75,-0.457107,61.27,15.2,1.3,0.0318,0.0162,0.16
ARAUS_005992,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00012.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,60.84,14.7,1.27,0.0311,0.0166,0.158
ARAUS_005993,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00015.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,-0.146447,0.207107,62.95,16.6,1.22,0.0317,0.0153,0.147
ARAUS_005994,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00015.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,0.073223,-0.676777,61.21,14.9,1.19,0.0302,0.0162,0.155
ARAUS_005995,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00023.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,-0.603553,-0.207107,66.39,19.1,1.19,0.034,0.0121,0.233
ARAUS_005996,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00023.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,0.25,-0.353553,63.0,16.0,1.18,0.0309,0.0138,0.179
ARAUS_005997,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00027.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,1.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,-0.926777,0.073223,66.34,20.4,1.36,0.034,0.011,0.109
ARAUS_005998,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00027.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,-0.073223,-0.426777,62.81,16.5,1.28,0.0307,0.0124,0.127
ARAUS_005999,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00030.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,-0.75,0.042893,67.18,21.9,1.21,0.0362,0.0133,0.484
ARAUS_006000,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00030.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,0.426777,-0.323223,65.02,19.1,1.2,0.0335,0.0137,0.388
ARAUS_006001,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00033.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,0.5,64.45,17.2,1.21,0.0337,0.0136,0.128
ARAUS_006002,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00033.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,0.103553,-0.396447,62.9,15.9,1.19,0.0318,0.0145,0.138
ARAUS_006003,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,traffic_00033.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,0.28033,-0.676777,61.11,14.5,1.17,0.0302,0.0161,0.157
ARAUS_006004,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00011.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,0.78033,0.073223,65.17,20.3,2.01,0.0259,0.0125,0.0604
ARAUS_006005,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00016.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,0.366117,-0.21967,61.53,15.3,1.34,0.0299,0.0139,0.128
ARAUS_006006,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00018.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,0.207107,-0.5,61.51,15.2,1.22,0.0298,0.0147,0.131
ARAUS_006007,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00020.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.25,-0.353553,60.88,14.9,1.33,0.0281,0.0146,0.136
ARAUS_006008,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00027.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,0.03033,-0.78033,61.75,16.0,1.37,0.0295,0.013,0.112
ARAUS_006009,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00028.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.0,62.12,16.9,1.57,0.0275,0.0104,0.0938
ARAUS_006010,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00030.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,0.073223,-0.383883,62.55,16.7,1.38,0.03,0.0156,0.106
ARAUS_006011,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00035.wav,3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,5.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,0.487437,-0.926777,61.08,15.2,1.41,0.029,0.0145,0.13
ARAUS_006012,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00039.wav,-6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,-0.353553,-0.207107,67.49,21.3,1.32,0.0518,0.0613,0.0694
ARAUS_006013,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00043.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,-0.426777,-0.133883,64.73,19.5,1.49,0.0307,0.0131,0.0757
ARAUS_006014,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00045.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,-0.146447,0.207107,62.68,17.6,1.6,0.0261,0.00878,0.0823
ARAUS_006015,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00045.wav,0,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.353553,-0.353553,61.66,16.3,1.51,0.0265,0.00992,0.101
ARAUS_006016,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00053.wav,6,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,0.207107,-0.5,60.83,15.0,1.41,0.0284,0.0143,0.132
ARAUS_006017,ARAUS,2,train,R0040_segment_binaural_44100_1.wav,water_00054.wav,-3,False,,R0040_360,R0040_360,0.0,30.0,Other,1,4.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,0.5,-0.353553,62.01,16.3,1.5,0.0296,0.0129,0.0983
