response_id,clip_id,participant_id,fold_r,stimulus_index,time_taken_s,is_attention,language,age,gender,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,appropriate,ISOPleasant,ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ARAUS_ARAUS_00115_S35,ARAUS_021920,ARAUS_00115,5,35,42.167,0,1,25,1,2,2,2,2,4,4,4,4,4,-0.207107,-0.5,53.33,8.54,1.22,0.0252,0.0137,0.149
ARAUS_ARAUS_00115_S36,ARAUS_019437,ARAUS_00115,5,36,44.872,0,1,25,1,3,2,3,2,3,4,4,4,3,0.0,-0.396447,55.33,11.4,2.01,0.017,0.0112,0.0824
ARAUS_ARAUS_00115_S37,ARAUS_019137,ARAUS_00115,5,37,36.28,0,1,25,1,3,1,2,1,2,4,4,3,5,0.03033,-0.573223,59.92,13.7,1.27,0.0291,0.00824,0.0889
ARAUS_ARAUS_00115_S38,ARAUS_018568,ARAUS_00115,5,38,46.875,0,1,25,1,3,2,2,3,2,4,4,3,5,-0.042893,-0.353553,55.03,9.35,1.07,0.0275,0.00893,0.287
ARAUS_ARAUS_00115_S39,ARAUS_020970,ARAUS_00115,5,39,45.413,0,1,25,1,3,4,4,3,2,1,1,2,5,0.25,0.603553,68.45,22.9,1.49,0.0331,0.0127,0.385
ARAUS_ARAUS_00115_S40,ARAUS_019010,ARAUS_00115,5,40,41.064,0,1,25,1,2,2,2,4,4,4,4,2,5,-0.5,-0.207107,66.16,22.2,1.34,0.0357,0.00938,0.156
ARAUS_ARAUS_00115_S41,ARAUS_021944,ARAUS_00115,5,41,41.064,0,1,25,1,4,3,2,2,2,3,3,4,5,0.353553,-0.25,53.96,8.35,1.28,0.0272,0.0551,0.17
ARAUS_ARAUS_00115_S42,ARAUS_019199,ARAUS_00115,5,42,47.792,0,1,25,1,2,2,2,3,5,5,4,1,4,-0.676777,-0.28033,63.3,18.2,1.45,0.0476,0.0085,0.0777
ARAUS_ARAUS_00115_S43,ARAUS_022032,ARAUS_00115,5,43,40.88,0,1,25,1,4,4,3,1,1,1,2,4,5,0.75,0.103553,59.48,11.9,1.37,0.0304,0.0185,0.219
ARAUS_ARAUS_00115_S44,ARAUS_018999,ARAUS_00115,5,44,36.96,0,1,25,1,3,2,2,1,3,4,4,3,4,0.0,-0.5,66.13,21.0,1.22,0.0353,0.0197,0.527
ARAUS_ARAUS_00115_S45,ARAUS_000005,ARAUS_00115,-1,45,77.97,0,1,25,1,4,4,4,3,3,2,1,1,5,0.103553,0.603553,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00116_S01,ARAUS_000001,ARAUS_00116,-1,1,117.426,0,1,41,0,3,5,4,2,3,1,2,1,3,0.21967,0.573223,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00116_S02,ARAUS_002636,ARAUS_00116,1,2,119.584,0,1,41,0,3,2,2,3,4,2,4,1,2,-0.25,-0.06066,66.38,18.9,1.19,0.0404,0.0285,0.466
ARAUS_ARAUS_00116_S03,ARAUS_003200,ARAUS_00116,1,3,95.37,0,1,41,0,2,2,2,3,4,4,4,1,3,-0.5,-0.207107,71.45,30.8,1.72,0.0339,0.0132,0.208
ARAUS_ARAUS_00116_S04,ARAUS_001475,ARAUS_00116,1,4,100.67,0,1,41,0,3,2,2,2,3,3,3,2,4,-0.073223,-0.176777,63.58,16.9,1.43,0.0287,0.0171,0.142
ARAUS_ARAUS_00116_S05,ARAUS_001187,ARAUS_00116,1,5,76.671,0,1,41,0,3,2,2,2,2,3,4,3,3,0.103553,-0.353553,55.02,10.8,1.24,0.0231,0.0139,0.164
ARAUS_ARAUS_00116_S06,ARAUS_002472,ARAUS_00116,1,6,66.56,0,1,41,0,4,4,4,2,2,2,2,3,2,0.426777,0.28033,63.0,16.5,1.26,0.0389,0.0213,0.192
ARAUS_ARAUS_00116_S07,ARAUS_000226,ARAUS_00116,1,7,92.631,0,1,41,0,4,1,2,1,1,2,5,5,4,0.53033,-0.676777,52.35,8.46,1.18,0.0274,0.0076,0.101
ARAUS_ARAUS_00116_S08,ARAUS_001422,ARAUS_00116,1,8,85.904,0,1,41,0,4,1,2,2,2,3,4,3,4,0.133883,-0.426777,60.32,14.8,1.36,0.0296,0.0163,0.0938
ARAUS_ARAUS_00116_S09,ARAUS_004211,ARAUS_00116,1,9,85.274,0,1,41,0,3,1,2,3,3,4,4,3,2,-0.21967,-0.426777,50.96,7.46,1.24,0.0225,0.00815,0.199
ARAUS_ARAUS_00116_S10,ARAUS_000201,ARAUS_00116,1,10,85.293,0,1,41,0,3,3,3,2,2,3,4,3,3,0.176777,-0.176777,51.95,8.05,1.08,0.0282,0.00745,0.106
ARAUS_ARAUS_00116_S11,ARAUS_000651,ARAUS_00116,1,11,96.137,0,1,41,0,2,2,3,4,3,3,4,1,2,-0.396447,0.042893,65.66,22.1,1.43,0.0313,0.0115,0.209
ARAUS_ARAUS_00116_S12,ARAUS_002785,ARAUS_00116,1,12,83.494,0,1,41,0,2,2,3,4,3,3,3,2,4,-0.323223,0.073223,71.17,28.5,1.71,0.0366,0.0149,0.0443
ARAUS_ARAUS_00116_S13,ARAUS_001414,ARAUS_00116,1,13,95.202,0,1,41,0,4,2,2,2,2,3,4,4,1,0.28033,-0.426777,60.13,16.0,1.81,0.0222,0.00801,0.0768
ARAUS_ARAUS_00116_S14,ARAUS_004040,ARAUS_00116,1,14,78.043,0,1,41,0,4,3,1,1,2,3,5,4,4,0.426777,-0.633883,51.32,7.01,1.27,0.0236,0.00894,0.185
ARAUS_ARAUS_00116_S15,ARAUS_001006,ARAUS_00116,1,15,78.021,0,1,41,0,4,2,2,1,3,2,4,3,3,0.25,-0.353553,56.8,12.2,1.57,0.0227,0.00751,0.277
ARAUS_ARAUS_00116_S16,ARAUS_000958,ARAUS_00116,1,16,83.276,0,1,41,0,5,3,1,1,1,1,5,4,5,0.78033,-0.487437,53.17,8.65,1.89,0.0142,0.0132,0.074
ARAUS_ARAUS_00116_S17,ARAUS_003090,ARAUS_00116,1,17,65.697,0,1,41,0,2,1,2,4,4,4,5,1,1,-0.646447,-0.31066,68.12,20.7,1.07,0.0412,0.0162,0.472
ARAUS_ARAUS_00116_S18,ARAUS_001004,ARAUS_00116,1,18,73.341,0,1,41,0,4,3,2,1,3,3,4,3,3,0.25,-0.353553,53.9,9.37,1.84,0.016,0.0111,0.0352
ARAUS_ARAUS_00116_S19,ARAUS_004320,ARAUS_00116,1,19,63.175,0,1,41,0,3,2,3,1,2,3,4,2,3,0.103553,-0.25,53.82,9.13,1.36,0.023,0.0135,0.0467
ARAUS_ARAUS_00116_S20,ARAUS_000895,ARAUS_00116,1,20,63.871,0,1,41,0,3,2,3,3,3,4,4,2,2,-0.21967,-0.176777,58.15,13.8,1.44,0.0247,0.00613,0.0299
ARAUS_ARAUS_00116_S21,ARAUS_000281,ARAUS_00116,1,21,63.943,0,1,41,0,2,4,4,2,3,2,2,2,4,0.042893,0.353553,62.0,16.4,1.52,0.0282,0.0228,0.134
ARAUS_ARAUS_00116_S22,ARAUS_001874,ARAUS_00116,1,22,95.721,0,1,41,0,4,4,4,2,2,1,2,3,1,0.5,0.353553,69.29,20.8,1.34,0.0298,0.0745,1.19
ARAUS_ARAUS_00116_S23,ARAUS_003308,ARAUS_00116,1,23,106.629,0,1,41,0,3,2,3,3,3,2,4,2,2,-0.073223,-0.03033,69.1,22.0,1.33,0.0386,0.0356,0.181
ARAUS_ARAUS_00116_S24,ARAUS_000001,ARAUS_00116,-1,24,87.222,1,1,41,0,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00116_S25,ARAUS_000703,ARAUS_00116,1,25,80.298,0,1,41,0,2,1,1,3,4,4,5,1,2,-0.573223,-0.487437,62.33,16.7,1.11,0.0334,0.00963,0.277
ARAUS_ARAUS_00116_S26,ARAUS_002695,ARAUS_00116,1,26,66.144,0,1,41,0,2,2,3,3,3,3,4,2,1,-0.25,-0.103553,67.31,20.7,1.32,0.0398,0.0229,0.293
ARAUS_ARAUS_00116_S27,ARAUS_002734,ARAUS_00116,1,27,67.355,0,1,41,0,2,2,2,3,3,3,4,1,2,-0.323223,-0.133883,68.27,22.9,1.3,0.0417,0.0178,0.096
ARAUS_ARAUS_00116_S28,ARAUS_002701,ARAUS_00116,1,28,68.769,0,1,41,0,2,2,3,3,4,3,4,1,2,-0.426777,-0.03033,67.61,21.6,1.39,0.0427,0.0202,0.283
ARAUS_ARAUS_00116_S29,ARAUS_001772,ARAUS_00116,1,29,57.708,0,1,41,0,3,4,4,2,3,2,2,2,3,0.146447,0.353553,63.2,16.5,1.77,0.0204,0.0141,0.71
ARAUS_ARAUS_00116_S30,ARAUS_002582,ARAUS_00116,1,30,61.055,0,1,41,0,3,4,4,2,3,2,2,2,2,0.146447,0.353553,68.43,22.0,1.31,0.0402,0.0217,0.206
ARAUS_ARAUS_00116_S31,ARAUS_001929,ARAUS_00116,1,31,82.288,0,1,41,0,4,4,3,2,3,2,3,2,1,0.25,0.146447,70.91,26.0,1.73,0.027,0.0485,0.844
ARAUS_ARAUS_00116_S32,ARAUS_003071,ARAUS_00116,1,32,54.065,0,1,41,0,3,2,2,2,2,4,4,2,4,-0.042893,-0.353553,65.24,19.1,1.25,0.0358,0.0137,0.109
ARAUS_ARAUS_00116_S33,ARAUS_003341,ARAUS_00116,1,33,63.916,0,1,41,0,3,2,3,3,3,3,3,1,2,-0.21967,0.073223,69.23,26.6,1.36,0.0365,0.00967,0.0897
ARAUS_ARAUS_00116_S34,ARAUS_001059,ARAUS_00116,1,34,60.711,0,1,41,0,3,2,3,2,3,3,3,1,2,-0.146447,0.0,58.03,12.0,1.24,0.0224,0.0547,0.338
ARAUS_ARAUS_00116_S35,ARAUS_000679,ARAUS_00116,1,35,66.464,0,1,41,0,4,3,2,1,3,2,4,3,3,0.323223,-0.28033,63.53,17.5,1.16,0.0326,0.0538,0.329
ARAUS_ARAUS_00116_S36,ARAUS_004394,ARAUS_00116,1,36,65.039,0,1,41,0,3,4,2,3,3,2,2,2,3,0.073223,0.21967,67.87,11.8,1.12,0.0305,0.185,0.632
ARAUS_ARAUS_00116_S37,ARAUS_000763,ARAUS_00116,1,37,74.308,0,1,41,0,3,3,2,2,2,3,4,3,3,0.176777,-0.28033,66.59,18.5,1.46,0.0309,0.0115,0.422
ARAUS_ARAUS_00116_S38,ARAUS_003334,ARAUS_00116,1,38,85.882,0,1,41,0,2,2,2,3,4,3,3,1,2,-0.426777,-0.03033,71.24,29.0,1.42,0.0375,0.0228,0.395
ARAUS_ARAUS_00116_S39,ARAUS_003918,ARAUS_00116,1,39,98.231,0,1,41,0,3,2,2,2,3,3,3,2,2,-0.073223,-0.176777,58.6,12.1,1.4,0.0346,0.0198,0.347
ARAUS_ARAUS_00116_S40,ARAUS_000125,ARAUS_00116,1,40,68.031,0,1,41,0,4,2,3,1,1,3,4,4,3,0.457107,-0.396447,54.05,9.61,1.31,0.0231,0.00708,0.0771
ARAUS_ARAUS_00116_S41,ARAUS_000552,ARAUS_00116,1,41,84.407,0,1,41,0,3,2,3,2,3,2,3,2,2,0.0,0.0,61.75,17.1,1.3,0.0304,0.0124,0.0783
ARAUS_ARAUS_00116_S42,ARAUS_003631,ARAUS_00116,1,42,81.539,0,1,41,0,3,2,2,2,2,2,3,2,2,0.103553,-0.103553,65.65,18.9,1.22,0.0395,0.0095,0.117
ARAUS_ARAUS_00116_S43,ARAUS_000147,ARAUS_00116,1,43,86.613,0,1,41,0,3,3,1,1,1,4,5,5,5,0.426777,-0.78033,51.67,8.22,1.14,0.024,0.00713,0.076
ARAUS_ARAUS_00116_S44,ARAUS_002849,ARAUS_00116,1,44,66.43,0,1,41,0,3,3,3,3,3,2,2,2,3,0.0,0.25,65.59,20.2,1.33,0.0353,0.0126,0.0918
ARAUS_ARAUS_00116_S45,ARAUS_000001,ARAUS_00116,-1,45,99.003,0,1,41,0,3,4,4,3,3,1,2,1,4,0.073223,0.573223,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00117_S01,ARAUS_000002,ARAUS_00117,-1,1,78.145,0,0,22,1,4,5,5,5,4,1,1,1,2,0.0,1.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00117_S02,ARAUS_006947,ARAUS_00117,2,2,88.447,0,0,22,1,4,4,4,3,2,2,1,3,5,0.353553,0.457107,68.25,22.9,1.48,0.0353,0.014,0.146
ARAUS_ARAUS_00117_S03,ARAUS_006955,ARAUS_00117,2,3,61.213,0,0,22,1,2,2,4,5,5,1,1,1,3,-0.53033,0.676777,73.65,30.6,1.28,0.0438,0.017,0.0698
ARAUS_ARAUS_00117_S04,ARAUS_008220,ARAUS_00117,2,4,72.066,0,0,22,1,1,1,4,5,4,5,2,1,5,-0.896447,0.207107,57.41,11.3,1.03,0.031,0.00805,0.186
ARAUS_ARAUS_00117_S05,ARAUS_008602,ARAUS_00117,2,5,71.048,0,0,22,1,2,1,1,2,5,5,4,2,5,-0.603553,-0.603553,67.13,21.4,1.24,0.0365,0.0105,0.873
ARAUS_ARAUS_00117_S06,ARAUS_005383,ARAUS_00117,2,6,43.336,0,0,22,1,5,2,1,1,1,1,5,5,5,0.78033,-0.633883,52.57,8.68,1.49,0.0216,0.0143,0.0428
ARAUS_ARAUS_00117_S07,ARAUS_007069,ARAUS_00117,2,7,84.002,0,0,22,1,5,2,2,2,2,4,4,4,5,0.31066,-0.5,71.33,27.0,1.8,0.0375,0.0181,0.205
ARAUS_ARAUS_00117_S08,ARAUS_006169,ARAUS_00117,2,8,68.156,0,0,22,1,5,2,2,1,1,3,4,5,5,0.633883,-0.573223,59.01,13.2,1.15,0.0309,0.00762,0.0836
ARAUS_ARAUS_00117_S09,ARAUS_007309,ARAUS_00117,2,9,59.153,0,0,22,1,5,4,5,1,1,1,1,5,3,0.926777,0.34099,52.24,8.41,1.17,0.0255,0.00863,0.0871
ARAUS_ARAUS_00117_S10,ARAUS_008183,ARAUS_00117,2,10,125.871,0,0,22,1,4,4,4,2,3,2,2,1,4,0.176777,0.426777,60.51,12.2,1.12,0.0303,0.0187,0.269
ARAUS_ARAUS_00117_S11,ARAUS_007112,ARAUS_00117,2,11,74.713,0,0,22,1,5,2,2,1,2,4,4,5,5,0.457107,-0.646447,71.17,29.2,1.63,0.0353,0.0112,0.0911
ARAUS_ARAUS_00117_S12,ARAUS_008330,ARAUS_00117,2,12,90.27,0,0,22,1,2,2,4,4,5,4,2,1,1,-0.676777,0.28033,62.01,17.1,1.88,0.0242,0.0113,0.111
ARAUS_ARAUS_00117_S13,ARAUS_007324,ARAUS_00117,2,13,70.39,0,0,22,1,5,2,1,1,2,4,5,5,5,0.457107,-0.853553,56.63,12.0,1.53,0.0236,0.00755,0.0344
ARAUS_ARAUS_00117_S14,ARAUS_006950,ARAUS_00117,2,14,50.07,0,0,22,1,5,5,5,2,2,1,1,2,5,0.603553,0.707107,69.84,27.0,1.79,0.0308,0.0121,0.117
ARAUS_ARAUS_00117_S15,ARAUS_007913,ARAUS_00117,2,15,129.064,0,0,22,1,5,5,4,1,1,1,2,5,4,1.0,0.207107,59.12,12.4,1.3,0.0293,0.0212,0.192
ARAUS_ARAUS_00117_S16,ARAUS_004956,ARAUS_00117,2,16,53.831,0,0,22,1,4,5,5,2,1,1,1,1,4,0.53033,0.78033,73.02,25.5,1.27,0.0422,0.0839,0.832
ARAUS_ARAUS_00117_S17,ARAUS_005528,ARAUS_00117,2,17,65.912,0,0,22,1,4,5,4,1,1,2,1,4,1,0.75,0.31066,56.64,11.1,1.58,0.0258,0.0191,0.312
ARAUS_ARAUS_00117_S18,ARAUS_006637,ARAUS_00117,2,18,52.837,0,0,22,1,1,1,4,5,5,5,2,1,1,-1.0,0.207107,62.62,16.3,1.41,0.0287,0.0129,0.366
ARAUS_ARAUS_00117_S19,ARAUS_007702,ARAUS_00117,2,19,69.606,0,0,22,1,3,4,5,2,2,2,1,2,4,0.25,0.56066,69.16,25.0,1.44,0.0337,0.0181,0.112
ARAUS_ARAUS_00117_S20,ARAUS_005741,ARAUS_00117,2,20,54.804,0,0,22,1,2,1,5,5,5,4,1,1,5,-0.823223,0.487437,62.01,16.2,1.71,0.0246,0.0124,0.261
ARAUS_ARAUS_00117_S21,ARAUS_008817,ARAUS_00117,2,21,47.025,0,0,22,1,2,1,4,5,5,4,1,1,1,-0.823223,0.383883,66.81,20.7,1.14,0.0372,0.0125,0.325
ARAUS_ARAUS_00117_S22,ARAUS_005057,ARAUS_00117,2,22,47.858,0,0,22,1,5,5,5,2,1,1,2,5,1,0.926777,0.383883,54.53,10.1,1.26,0.0228,0.0169,0.29
ARAUS_ARAUS_00117_S23,ARAUS_005802,ARAUS_00117,2,23,46.716,0,0,22,1,3,2,5,5,4,1,1,1,5,-0.323223,0.78033,69.32,25.0,1.35,0.0369,0.0433,0.157
ARAUS_ARAUS_00117_S24,ARAUS_007027,ARAUS_00117,2,24,56.804,0,0,22,1,3,2,5,4,2,5,4,2,4,-0.262563,0.03033,66.32,19.7,1.34,0.0342,0.0132,0.0966
ARAUS_ARAUS_00117_S25,ARAUS_000002,ARAUS_00117,-1,25,35.016,1,0,22,1,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00117_S26,ARAUS_005157,ARAUS_00117,2,26,49.935,0,0,22,1,5,5,2,1,1,1,5,5,4,1.0,-0.31066,53.1,8.76,1.22,0.0225,0.0106,0.285
ARAUS_ARAUS_00117_S27,ARAUS_006375,ARAUS_00117,2,27,47.328,0,0,22,1,5,5,1,1,1,1,4,5,3,1.0,-0.31066,53.38,7.77,1.12,0.029,0.00965,0.285
ARAUS_ARAUS_00117_S28,ARAUS_007788,ARAUS_00117,2,28,48.344,0,0,22,1,3,5,5,5,4,1,1,1,4,-0.103553,1.0,73.42,25.4,1.24,0.0492,0.0213,0.284
ARAUS_ARAUS_00117_S29,ARAUS_007073,ARAUS_00117,2,29,89.033,0,0,22,1,5,5,3,1,1,1,3,5,5,1.0,0.0,72.12,26.7,1.73,0.0313,0.0437,0.484
ARAUS_ARAUS_00117_S30,ARAUS_004614,ARAUS_00117,2,30,54.383,0,0,22,1,5,3,2,1,1,1,5,5,5,0.853553,-0.457107,62.88,17.6,1.67,0.0274,0.0107,0.0594
ARAUS_ARAUS_00117_S31,ARAUS_008803,ARAUS_00117,2,31,71.376,0,0,22,1,4,2,2,2,4,5,5,1,1,-0.292893,-0.457107,62.85,17.3,1.32,0.0337,0.0108,0.38
ARAUS_ARAUS_00117_S32,ARAUS_007543,ARAUS_00117,2,32,50.874,0,0,22,1,5,5,5,2,1,1,1,1,4,0.633883,0.78033,66.55,20.9,1.29,0.0343,0.0165,0.171
ARAUS_ARAUS_00117_S33,ARAUS_005787,ARAUS_00117,2,33,44.307,0,0,22,1,2,4,5,5,4,2,1,1,4,-0.353553,0.853553,70.51,26.8,1.4,0.0363,0.0653,0.172
ARAUS_ARAUS_00117_S34,ARAUS_006709,ARAUS_00117,2,34,59.175,0,0,22,1,5,4,4,1,1,4,2,5,4,0.707107,-0.085786,69.67,23.6,1.46,0.0341,0.0708,0.215
ARAUS_ARAUS_00117_S35,ARAUS_008407,ARAUS_00117,2,35,52.674,0,0,22,1,5,5,5,1,1,1,1,2,5,0.78033,0.633883,65.05,16.6,1.2,0.0365,0.0189,0.168
ARAUS_ARAUS_00117_S36,ARAUS_008855,ARAUS_00117,2,36,89.614,0,0,22,1,4,4,4,4,1,1,2,2,1,0.383883,0.573223,61.49,14.1,1.17,0.0338,0.0238,0.0653
ARAUS_ARAUS_00117_S37,ARAUS_007132,ARAUS_00117,2,37,42.924,0,0,22,1,4,2,2,1,1,4,5,5,5,0.457107,-0.75,69.78,26.4,1.73,0.0342,0.0105,0.113
ARAUS_ARAUS_00117_S38,ARAUS_004952,ARAUS_00117,2,38,43.77,0,0,22,1,2,5,5,5,5,1,1,1,5,-0.31066,1.0,73.56,25.5,1.26,0.0408,0.0657,0.927
ARAUS_ARAUS_00117_S39,ARAUS_006908,ARAUS_00117,2,39,51.343,0,0,22,1,1,1,5,5,5,4,1,1,2,-0.926777,0.487437,68.61,23.8,1.74,0.0329,0.0135,0.222
ARAUS_ARAUS_00117_S40,ARAUS_006549,ARAUS_00117,2,40,52.78,0,0,22,1,3,1,2,2,1,5,5,2,5,-0.085786,-0.603553,66.18,19.5,1.46,0.0316,0.0096,0.0554
ARAUS_ARAUS_00117_S41,ARAUS_007328,ARAUS_00117,2,41,52.199,0,0,22,1,5,5,2,1,1,1,2,5,2,1.0,0.0,56.42,12.3,1.6,0.0227,0.00828,0.0325
ARAUS_ARAUS_00117_S42,ARAUS_004987,ARAUS_00117,2,42,46.106,0,0,22,1,1,5,5,5,5,1,1,1,4,-0.414214,1.0,74.19,31.1,1.26,0.0441,0.0279,0.514
ARAUS_ARAUS_00117_S43,ARAUS_007462,ARAUS_00117,2,43,48.086,0,0,22,1,5,5,5,2,1,1,2,1,1,0.633883,0.676777,66.99,20.3,1.29,0.0374,0.0129,0.15
ARAUS_ARAUS_00117_S44,ARAUS_006714,ARAUS_00117,2,44,48.079,0,0,22,1,5,5,5,2,1,1,1,4,5,0.853553,0.56066,68.17,20.4,1.2,0.0396,0.0407,0.179
ARAUS_ARAUS_00117_S45,ARAUS_000002,ARAUS_00117,-1,45,48.543,0,0,22,1,4,5,5,2,1,1,1,1,3,0.53033,0.78033,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00118_S01,ARAUS_000003,ARAUS_00118,-1,1,42.346,0,1,22,0,2,4,4,4,1,1,2,1,2,0.103553,0.646447,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00118_S02,ARAUS_010703,ARAUS_00118,3,2,36.513,0,1,22,0,2,2,2,2,2,4,4,4,2,0.0,-0.5,61.85,16.4,1.23,0.0317,0.0109,0.149
ARAUS_ARAUS_00118_S03,ARAUS_011159,ARAUS_00118,3,3,35.84,0,1,22,0,2,2,2,2,4,4,4,2,3,-0.353553,-0.353553,58.09,12.7,1.25,0.0335,0.00972,0.267
ARAUS_ARAUS_00118_S04,ARAUS_013025,ARAUS_00118,3,4,35.391,0,1,22,0,4,1,1,1,1,4,4,5,2,0.383883,-0.823223,55.57,10.2,1.36,0.0259,0.00789,0.0363
ARAUS_ARAUS_00118_S05,ARAUS_012783,ARAUS_00118,3,5,35.009,0,1,22,0,4,4,3,3,2,4,2,2,3,0.133883,0.176777,68.74,20.9,1.32,0.0425,0.0906,0.733
ARAUS_ARAUS_00118_S06,ARAUS_009259,ARAUS_00118,3,6,41.44,0,1,22,0,4,2,2,2,2,4,4,4,2,0.207107,-0.5,61.98,16.9,1.2,0.0305,0.0106,0.241
ARAUS_ARAUS_00118_S07,ARAUS_013229,ARAUS_00118,3,7,35.905,0,1,22,0,4,2,2,3,2,4,4,4,2,0.133883,-0.426777,60.57,13.3,1.44,0.0322,0.0107,0.0498
ARAUS_ARAUS_00118_S08,ARAUS_009523,ARAUS_00118,3,8,32.911,0,1,22,0,2,4,2,4,4,2,2,2,2,-0.207107,0.292893,66.9,22.3,1.24,0.0476,0.0161,0.452
ARAUS_ARAUS_00118_S09,ARAUS_011272,ARAUS_00118,3,9,31.361,0,1,22,0,4,3,2,2,2,4,2,5,4,0.353553,-0.292893,49.18,7.18,1.35,0.0192,0.0101,0.28
ARAUS_ARAUS_00118_S10,ARAUS_009470,ARAUS_00118,3,10,34.703,0,1,22,0,3,2,3,4,4,2,4,2,2,-0.25,0.042893,62.45,16.8,1.86,0.0251,0.023,0.131
ARAUS_ARAUS_00118_S11,ARAUS_010983,ARAUS_00118,3,11,30.296,0,1,22,0,2,2,2,2,4,4,4,2,2,-0.353553,-0.353553,58.38,12.2,1.77,0.0171,0.0142,0.0424
ARAUS_ARAUS_00118_S12,ARAUS_012476,ARAUS_00118,3,12,32.232,0,1,22,0,3,4,4,3,4,4,2,3,3,-0.103553,0.207107,64.0,14.8,1.27,0.0354,0.0389,0.267
ARAUS_ARAUS_00118_S13,ARAUS_012068,ARAUS_00118,3,13,30.968,0,1,22,0,2,3,2,2,4,4,4,2,5,-0.28033,-0.28033,67.48,22.3,1.63,0.0323,0.00975,0.0551
ARAUS_ARAUS_00118_S14,ARAUS_012014,ARAUS_00118,3,14,31.0,0,1,22,0,2,3,4,2,4,1,4,2,1,-0.06066,0.146447,67.01,20.4,1.43,0.0371,0.0144,0.105
ARAUS_ARAUS_00118_S15,ARAUS_009358,ARAUS_00118,3,15,32.64,0,1,22,0,2,3,2,4,4,3,2,2,1,-0.353553,0.146447,62.93,16.1,1.99,0.0445,0.0126,0.224
ARAUS_ARAUS_00118_S16,ARAUS_010928,ARAUS_00118,3,16,40.008,0,1,22,0,3,3,3,2,5,3,4,4,3,-0.06066,-0.25,48.88,5.6,1.78,0.0271,0.0312,0.0844
ARAUS_ARAUS_00118_S17,ARAUS_011645,ARAUS_00118,3,17,32.392,0,1,22,0,2,3,4,4,4,3,2,2,5,-0.353553,0.353553,66.25,20.9,1.29,0.0349,0.0125,0.252
ARAUS_ARAUS_00118_S18,ARAUS_013097,ARAUS_00118,3,18,35.32,0,1,22,0,4,3,2,2,3,3,4,4,4,0.25,-0.353553,56.2,9.35,1.09,0.0304,0.00727,0.0374
ARAUS_ARAUS_00118_S19,ARAUS_012207,ARAUS_00118,3,19,45.656,0,1,22,0,4,3,3,3,2,4,4,4,4,0.207107,-0.25,61.26,13.5,1.25,0.0319,0.02,0.223
ARAUS_ARAUS_00118_S20,ARAUS_012996,ARAUS_00118,3,20,34.656,0,1,22,0,4,2,2,2,2,4,4,4,3,0.207107,-0.5,53.93,8.57,1.12,0.0275,0.00839,0.0542
ARAUS_ARAUS_00118_S21,ARAUS_010905,ARAUS_00118,3,21,37.536,0,1,22,0,4,2,3,2,2,2,4,3,3,0.28033,-0.176777,46.17,4.55,1.58,0.0149,0.0243,0.0653
ARAUS_ARAUS_00118_S22,ARAUS_010692,ARAUS_00118,3,22,50.144,0,1,22,0,2,2,2,3,4,4,2,4,1,-0.28033,-0.21967,59.5,14.9,1.65,0.0219,0.0118,0.233
ARAUS_ARAUS_00118_S23,ARAUS_011332,ARAUS_00118,3,23,33.128,0,1,22,0,3,4,2,2,3,4,4,4,2,0.146447,-0.353553,67.83,19.6,1.54,0.0287,0.0309,0.542
ARAUS_ARAUS_00118_S24,ARAUS_008948,ARAUS_00118,3,24,38.089,0,1,22,0,2,2,2,4,4,4,2,2,2,-0.5,0.0,64.42,19.4,1.76,0.0277,0.0102,0.15
ARAUS_ARAUS_00118_S25,ARAUS_012148,ARAUS_00118,3,25,32.583,0,1,22,0,2,2,2,2,3,4,4,4,1,-0.103553,-0.5,64.45,19.9,1.73,0.0272,0.00985,0.0417
ARAUS_ARAUS_00118_S26,ARAUS_000003,ARAUS_00118,-1,26,38.168,1,1,22,0,3,3,3,3,3,3,3,3,3,0.0,0.0,73.47,30.9,1.37,0.0378,0.0328,1.37
ARAUS_ARAUS_00118_S27,ARAUS_011009,ARAUS_00118,3,27,33.136,0,1,22,0,2,3,4,3,4,2,3,2,2,-0.207107,0.25,62.8,15.8,2.25,0.0211,0.0253,0.0268
ARAUS_ARAUS_00118_S28,ARAUS_009160,ARAUS_00118,3,28,33.624,0,1,22,0,2,3,4,4,3,2,2,2,1,-0.176777,0.426777,62.24,16.9,1.16,0.0311,0.01,0.26
