clip_id,dataset_id,recording,audio_asset,licence_spdx,n_responses,n_sources,mean_annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_RS429_1,DeLTA,RS429_1.mp3,DeLTA_mp3_boost_8dB/RS429_1.mp3,CC-BY-4.0,4,3,1.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm214_1,DeLTA,tm214_1.mp3,DeLTA_mp3_boost_8dB/tm214_1.mp3,CC-BY-4.0,4,5,2.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_SM420_2,DeLTA,SM420_2.mp3,DeLTA_mp3_boost_8dB/SM420_2.mp3,CC-BY-4.0,4,3,1.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ML208_2,DeLTA,ML208_2.mp3,DeLTA_mp3_boost_8dB/ML208_2.mp3,CC-BY-4.0,4,5,2.75,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Mc320_1,DeLTA,Mc320_1.mp3,DeLTA_mp3_boost_8dB/Mc320_1.mp3,CC-BY-4.0,4,3,1.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_TS532_2,DeLTA,TS532_2.mp3,DeLTA_mp3_boost_8dB/TS532_2.mp3,CC-BY-4.0,4,2,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_CT521_2,DeLTA,CT521_2.mp3,DeLTA_mp3_boost_8dB/CT521_2.mp3,CC-BY-4.0,4,4,3.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RS423_1,DeLTA,RS423_1.mp3,DeLTA_mp3_boost_8dB/RS423_1.mp3,CC-BY-4.0,4,2,2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_ET314_1,DeLTA,ET314_1.mp3,DeLTA_mp3_boost_8dB/ET314_1.mp3,CC-BY-4.0,4,4,2.5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DeLTA_Rs211_1,DeLTA,Rs211_1.mp3,DeLTA_mp3_boost_8dB/Rs211_1.mp3,CC-BY-4.0,3,1,2.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_PL410_2,DeLTA,PL410_2.mp3,DeLTA_mp3_boost_8dB/PL410_2.mp3,CC-BY-4.0,3,2,2.66667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_ts220_2,DeLTA,ts220_2.mp3,DeLTA_mp3_boost_8dB/ts220_2.mp3,CC-BY-4.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_Rs117_1,DeLTA,Rs117_1.mp3,DeLTA_mp3_boost_8dB/Rs117_1.mp3,CC-BY-4.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_MC519_2,DeLTA,MC519_2.mp3,DeLTA_mp3_boost_8dB/MC519_2.mp3,CC-BY-4.0,3,2,1.33333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_CT310_1,DeLTA,CT310_1.mp3,DeLTA_mp3_boost_8dB/CT310_1.mp3,CC-BY-4.0,3,5,4.66667,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DeLTA_SR236_1,DeLTA,SR236_1.mp3,DeLTA_mp3_boost_8dB/SR236_1.mp3,CC-BY-4.0,3,0,1.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Mc418_1,DeLTA,Mc418_1.mp3,DeLTA_mp3_boost_8dB/Mc418_1.mp3,CC-BY-4.0,3,3,1.33333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DeLTA_NP116_1,DeLTA,NP116_1.mp3,DeLTA_mp3_boost_8dB/NP116_1.mp3,CC-BY-4.0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Pl206_1,DeLTA,Pl206_1.mp3,DeLTA_mp3_boost_8dB/Pl206_1.mp3,CC-BY-4.0,3,3,2.33333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ET302_2,DeLTA,ET302_2.mp3,DeLTA_mp3_boost_8dB/ET302_2.mp3,CC-BY-4.0,4,6,3.25,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_Pl213_3,DeLTA,Pl213_3.mp3,DeLTA_mp3_boost_8dB/Pl213_3.mp3,CC-BY-4.0,4,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DeLTA_SM403_2,DeLTA,SM403_2.mp3,DeLTA_mp3_boost_8dB/SM403_2.mp3,CC-BY-4.0,4,3,1.75,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_CT411_1,DeLTA,CT411_1.mp3,DeLTA_mp3_boost_8dB/CT411_1.mp3,CC-BY-4.0,4,5,4.75,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
DeLTA_Pl227_2,DeLTA,Pl227_2.mp3,DeLTA_mp3_boost_8dB/Pl227_2.mp3,CC-BY-4.0,4,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm122_2,DeLTA,tm122_2.mp3,DeLTA_mp3_boost_8dB/tm122_2.mp3,CC-BY-4.0,4,6,3.5,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_SC226_2,DeLTA,SC226_2.mp3,DeLTA_mp3_boost_8dB/SC226_2.mp3,CC-BY-4.0,4,2,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_Rp103_1,DeLTA,Rp103_1.mp3,DeLTA_mp3_boost_8dB/Rp103_1.mp3,CC-BY-4.0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_MG111_2,DeLTA,MG111_2.mp3,DeLTA_mp3_boost_8dB/MG111_2.mp3,CC-BY-4.0,4,4,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MG321_2,DeLTA,MG321_2.mp3,DeLTA_mp3_boost_8dB/MG321_2.mp3,CC-BY-4.0,4,2,1.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_PL336_1,DeLTA,PL336_1.mp3,DeLTA_mp3_boost_8dB/PL336_1.mp3,CC-BY-4.0,5,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_MG204_2,DeLTA,MG204_2.mp3,DeLTA_mp3_boost_8dB/MG204_2.mp3,CC-BY-4.0,5,2,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_RS437_1,DeLTA,RS437_1.mp3,DeLTA_mp3_boost_8dB/RS437_1.mp3,CC-BY-4.0,5,2,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Rs127_2,DeLTA,Rs127_2.mp3,DeLTA_mp3_boost_8dB/Rs127_2.mp3,CC-BY-4.0,5,2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_Rs230_2,DeLTA,Rs230_2.mp3,DeLTA_mp3_boost_8dB/Rs230_2.mp3,CC-BY-4.0,5,4,3.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_ET431_1,DeLTA,ET431_1.mp3,DeLTA_mp3_boost_8dB/ET431_1.mp3,CC-BY-4.0,5,2,4.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Mc401_1,DeLTA,Mc401_1.mp3,DeLTA_mp3_boost_8dB/Mc401_1.mp3,CC-BY-4.0,5,2,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ts303_1,DeLTA,ts303_1.mp3,DeLTA_mp3_boost_8dB/ts303_1.mp3,CC-BY-4.0,5,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET205_1,DeLTA,ET205_1.mp3,DeLTA_mp3_boost_8dB/ET205_1.mp3,CC-BY-4.0,5,2,3.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_tm332_2,DeLTA,tm332_2.mp3,DeLTA_mp3_boost_8dB/tm332_2.mp3,CC-BY-4.0,5,3,4.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm220_1,DeLTA,tm220_1.mp3,DeLTA_mp3_boost_8dB/tm220_1.mp3,CC-BY-4.0,4,5,6.25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Mc106_3,DeLTA,Mc106_3.mp3,DeLTA_mp3_boost_8dB/Mc106_3.mp3,CC-BY-4.0,4,4,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf212_1,DeLTA,Rf212_1.mp3,DeLTA_mp3_boost_8dB/Rf212_1.mp3,CC-BY-4.0,4,3,1.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
DeLTA_Rf125_1,DeLTA,Rf125_1.mp3,DeLTA_mp3_boost_8dB/Rf125_1.mp3,CC-BY-4.0,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_NP134_2,DeLTA,NP134_2.mp3,DeLTA_mp3_boost_8dB/NP134_2.mp3,CC-BY-4.0,4,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
DeLTA_MG116_2,DeLTA,MG116_2.mp3,DeLTA_mp3_boost_8dB/MG116_2.mp3,CC-BY-4.0,4,3,3.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_SM405_2,DeLTA,SM405_2.mp3,DeLTA_mp3_boost_8dB/SM405_2.mp3,CC-BY-4.0,4,2,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_CT110_1,DeLTA,CT110_1.mp3,DeLTA_mp3_boost_8dB/CT110_1.mp3,CC-BY-4.0,4,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_cp17_2,DeLTA,cp17_2.mp3,DeLTA_mp3_boost_8dB/cp17_2.mp3,CC-BY-4.0,4,4,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
DeLTA_bib15_2,DeLTA,bib15_2.mp3,DeLTA_mp3_boost_8dB/bib15_2.mp3,CC-BY-4.0,4,4,4.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_MG316_2,DeLTA,MG316_2.mp3,DeLTA_mp3_boost_8dB/MG316_2.mp3,CC-BY-4.0,4,1,2.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET207_2,DeLTA,ET207_2.mp3,DeLTA_mp3_boost_8dB/ET207_2.mp3,CC-BY-4.0,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf116_1,DeLTA,Rf116_1.mp3,DeLTA_mp3_boost_8dB/Rf116_1.mp3,CC-BY-4.0,4,3,6.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RF325_2,DeLTA,RF325_2.mp3,DeLTA_mp3_boost_8dB/RF325_2.mp3,CC-BY-4.0,4,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_Mc319_2,DeLTA,Mc319_2.mp3,DeLTA_mp3_boost_8dB/Mc319_2.mp3,CC-BY-4.0,4,5,6.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
DeLTA_Rf129_1,DeLTA,Rf129_1.mp3,DeLTA_mp3_boost_8dB/Rf129_1.mp3,CC-BY-4.0,4,5,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rs218_2,DeLTA,Rs218_2.mp3,DeLTA_mp3_boost_8dB/Rs218_2.mp3,CC-BY-4.0,4,4,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_Mc410_1,DeLTA,Mc410_1.mp3,DeLTA_mp3_boost_8dB/Mc410_1.mp3,CC-BY-4.0,4,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Ts411_2,DeLTA,Ts411_2.mp3,DeLTA_mp3_boost_8dB/Ts411_2.mp3,CC-BY-4.0,4,4,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_CT309_3,DeLTA,CT309_3.mp3,DeLTA_mp3_boost_8dB/CT309_3.mp3,CC-BY-4.0,4,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_MG311_2,DeLTA,MG311_2.mp3,DeLTA_mp3_boost_8dB/MG311_2.mp3,CC-BY-4.0,5,3,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_CT401_1,DeLTA,CT401_1.mp3,DeLTA_mp3_boost_8dB/CT401_1.mp3,CC-BY-4.0,5,4,5.6,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_ts213_1,DeLTA,ts213_1.mp3,DeLTA_mp3_boost_8dB/ts213_1.mp3,CC-BY-4.0,5,4,1.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts237_1,DeLTA,ts237_1.mp3,DeLTA_mp3_boost_8dB/ts237_1.mp3,CC-BY-4.0,5,2,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RF317_1,DeLTA,RF317_1.mp3,DeLTA_mp3_boost_8dB/RF317_1.mp3,CC-BY-4.0,5,2,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf203_1,DeLTA,Rf203_1.mp3,DeLTA_mp3_boost_8dB/Rf203_1.mp3,CC-BY-4.0,5,4,1.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Rf111_1,DeLTA,Rf111_1.mp3,DeLTA_mp3_boost_8dB/Rf111_1.mp3,CC-BY-4.0,5,3,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_MC513_1,DeLTA,MC513_1.mp3,DeLTA_mp3_boost_8dB/MC513_1.mp3,CC-BY-4.0,5,3,2.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_SR245_1,DeLTA,SR245_1.mp3,DeLTA_mp3_boost_8dB/SR245_1.mp3,CC-BY-4.0,5,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_sr114_2,DeLTA,sr114_2.mp3,DeLTA_mp3_boost_8dB/sr114_2.mp3,CC-BY-4.0,5,4,3.2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_NP111_1,DeLTA,NP111_1.mp3,DeLTA_mp3_boost_8dB/NP111_1.mp3,CC-BY-4.0,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_Rs219_1,DeLTA,Rs219_1.mp3,DeLTA_mp3_boost_8dB/Rs219_1.mp3,CC-BY-4.0,5,3,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_SC216_1,DeLTA,SC216_1.mp3,DeLTA_mp3_boost_8dB/SC216_1.mp3,CC-BY-4.0,5,4,2.6,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_CT516_1,DeLTA,CT516_1.mp3,DeLTA_mp3_boost_8dB/CT516_1.mp3,CC-BY-4.0,5,4,6.6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rp213_2,DeLTA,Rp213_2.mp3,DeLTA_mp3_boost_8dB/Rp213_2.mp3,CC-BY-4.0,5,3,2.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rs303_1,DeLTA,Rs303_1.mp3,DeLTA_mp3_boost_8dB/Rs303_1.mp3,CC-BY-4.0,5,4,4.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_PL407_2,DeLTA,PL407_2.mp3,DeLTA_mp3_boost_8dB/PL407_2.mp3,CC-BY-4.0,5,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Pl228_2,DeLTA,Pl228_2.mp3,DeLTA_mp3_boost_8dB/Pl228_2.mp3,CC-BY-4.0,5,2,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_CT544_2,DeLTA,CT544_2.mp3,DeLTA_mp3_boost_8dB/CT544_2.mp3,CC-BY-4.0,5,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DeLTA_NP128_1,DeLTA,NP128_1.mp3,DeLTA_mp3_boost_8dB/NP128_1.mp3,CC-BY-4.0,5,2,3.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET406_1,DeLTA,ET406_1.mp3,DeLTA_mp3_boost_8dB/ET406_1.mp3,CC-BY-4.0,3,3,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DeLTA_ET422_1,DeLTA,ET422_1.mp3,DeLTA_mp3_boost_8dB/ET422_1.mp3,CC-BY-4.0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_SM520_2,DeLTA,SM520_2.mp3,DeLTA_mp3_boost_8dB/SM520_2.mp3,CC-BY-4.0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_NP163_2,DeLTA,NP163_2.mp3,DeLTA_mp3_boost_8dB/NP163_2.mp3,CC-BY-4.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DeLTA_tm322_2,DeLTA,tm322_2.mp3,DeLTA_mp3_boost_8dB/tm322_2.mp3,CC-BY-4.0,3,4,4.66667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_bib11_2,DeLTA,bib11_2.mp3,DeLTA_mp3_boost_8dB/bib11_2.mp3,CC-BY-4.0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_ML133_4,DeLTA,ML133_4.mp3,DeLTA_mp3_boost_8dB/ML133_4.mp3,CC-BY-4.0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
DeLTA_MG202_2,DeLTA,MG202_2.mp3,DeLTA_mp3_boost_8dB/MG202_2.mp3,CC-BY-4.0,3,0,4.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_CT543_2,DeLTA,CT543_2.mp3,DeLTA_mp3_boost_8dB/CT543_2.mp3,CC-BY-4.0,3,3,5.66667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ts317_2,DeLTA,ts317_2.mp3,DeLTA_mp3_boost_8dB/ts317_2.mp3,CC-BY-4.0,3,2,2.33333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rf120_1,DeLTA,Rf120_1.mp3,DeLTA_mp3_boost_8dB/Rf120_1.mp3,CC-BY-4.0,4,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_Rs315_2,DeLTA,Rs315_2.mp3,DeLTA_mp3_boost_8dB/Rs315_2.mp3,CC-BY-4.0,4,3,4.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_NP156_1,DeLTA,NP156_1.mp3,DeLTA_mp3_boost_8dB/NP156_1.mp3,CC-BY-4.0,4,4,1.75,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_tm220_2,DeLTA,tm220_2.mp3,DeLTA_mp3_boost_8dB/tm220_2.mp3,CC-BY-4.0,4,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_CT512_1,DeLTA,CT512_1.mp3,DeLTA_mp3_boost_8dB/CT512_1.mp3,CC-BY-4.0,4,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_Mc324_1,DeLTA,Mc324_1.mp3,DeLTA_mp3_boost_8dB/Mc324_1.mp3,CC-BY-4.0,4,4,3.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_ML111_7,DeLTA,ML111_7.mp3,DeLTA_mp3_boost_8dB/ML111_7.mp3,CC-BY-4.0,4,2,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_sr101_2,DeLTA,sr101_2.mp3,DeLTA_mp3_boost_8dB/sr101_2.mp3,CC-BY-4.0,4,3,3.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_ML206_1,DeLTA,ML206_1.mp3,DeLTA_mp3_boost_8dB/ML206_1.mp3,CC-BY-4.0,4,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_ts223_2,DeLTA,ts223_2.mp3,DeLTA_mp3_boost_8dB/ts223_2.mp3,CC-BY-4.0,4,2,2.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_SM403_1,DeLTA,SM403_1.mp3,DeLTA_mp3_boost_8dB/SM403_1.mp3,CC-BY-4.0,4,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_Mc406_2,DeLTA,Mc406_2.mp3,DeLTA_mp3_boost_8dB/Mc406_2.mp3,CC-BY-4.0,4,3,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_tm201_2,DeLTA,tm201_2.mp3,DeLTA_mp3_boost_8dB/tm201_2.mp3,CC-BY-4.0,4,6,4.5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_cv35_1,DeLTA,cv35_1.mp3,DeLTA_mp3_boost_8dB/cv35_1.mp3,CC-BY-4.0,4,3,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_sc116_1,DeLTA,sc116_1.mp3,DeLTA_mp3_boost_8dB/sc116_1.mp3,CC-BY-4.0,4,8,7.75,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
DeLTA_Rs331_1,DeLTA,Rs331_1.mp3,DeLTA_mp3_boost_8dB/Rs331_1.mp3,CC-BY-4.0,4,4,5.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_SR246_1,DeLTA,SR246_1.mp3,DeLTA_mp3_boost_8dB/SR246_1.mp3,CC-BY-4.0,4,4,7.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DeLTA_TM412_1,DeLTA,TM412_1.mp3,DeLTA_mp3_boost_8dB/TM412_1.mp3,CC-BY-4.0,4,6,5.25,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_sr128_3,DeLTA,sr128_3.mp3,DeLTA_mp3_boost_8dB/sr128_3.mp3,CC-BY-4.0,4,4,6.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_MC526_1,DeLTA,MC526_1.mp3,DeLTA_mp3_boost_8dB/MC526_1.mp3,CC-BY-4.0,4,3,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
DeLTA_cp21_2,DeLTA,cp21_2.mp3,DeLTA_mp3_boost_8dB/cp21_2.mp3,CC-BY-4.0,4,3,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_Ts417_1,DeLTA,Ts417_1.mp3,DeLTA_mp3_boost_8dB/Ts417_1.mp3,CC-BY-4.0,4,2,4.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_RF331_1,DeLTA,RF331_1.mp3,DeLTA_mp3_boost_8dB/RF331_1.mp3,CC-BY-4.0,4,3,1.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_Ts422_2,DeLTA,Ts422_2.mp3,DeLTA_mp3_boost_8dB/Ts422_2.mp3,CC-BY-4.0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
