response_id,clip_id,participant_id,recording,start_time_excel,end_time_excel,gender,age,experiment_id,version,tree_node_key,annoyance,source_aircraft,source_bells,source_bird_tweet,source_bus,source_car,source_children,source_construction,source_dog_bark,source_footsteps,source_general_traffic,source_horn,source_laughter,source_motorcycle,source_music,source_non_identifiable,source_other,source_rail,source_rustling_leaves,source_screeching_brakes,source_shouting,source_siren,source_speech,source_ventilation,source_water
DeLTA_001521,DeLTA_sc120_1,3631f,sc120_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001522,DeLTA_RP330_1,3631f,RP330_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001523,DeLTA_MG216_1,3631f,MG216_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001524,DeLTA_Mc402_1,3631f,Mc402_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DeLTA_001525,DeLTA_CT540_1,3631f,CT540_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,7,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001526,DeLTA_ML214_4,3631f,ML214_4.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001527,DeLTA_RS431_1,3631f,RS431_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001528,DeLTA_tm309_2,3631f,tm309_2.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001529,DeLTA_Pl204_2,3631f,Pl204_2.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001530,DeLTA_Rp108_1,3631f,Rp108_1.mp3,44382.8,44382.8,Male,20,43876,39,task-6grp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
DeLTA_001531,DeLTA_RS431_1,8bf6b,RS431_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001532,DeLTA_CT540_1,8bf6b,CT540_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
DeLTA_001533,DeLTA_MG216_1,8bf6b,MG216_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001534,DeLTA_ML214_4,8bf6b,ML214_4.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
DeLTA_001535,DeLTA_sc120_1,8bf6b,sc120_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001536,DeLTA_RP330_1,8bf6b,RP330_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
DeLTA_001537,DeLTA_Mc402_1,8bf6b,Mc402_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001538,DeLTA_Rp108_1,8bf6b,Rp108_1.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001539,DeLTA_tm309_2,8bf6b,tm309_2.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001540,DeLTA_Pl204_2,8bf6b,Pl204_2.mp3,44382.8,44382.8,Female,23,43876,39,task-6grp,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001541,DeLTA_tm309_2,7755d,tm309_2.mp3,44383,44383,Female,19,43876,39,task-6grp,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001542,DeLTA_ML214_4,7755d,ML214_4.mp3,44383,44383,Female,19,43876,39,task-6grp,8,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001543,DeLTA_sc120_1,7755d,sc120_1.mp3,44383,44383,Female,19,43876,39,task-6grp,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
DeLTA_001544,DeLTA_CT540_1,7755d,CT540_1.mp3,44383,44383,Female,19,43876,39,task-6grp,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001545,DeLTA_MG216_1,7755d,MG216_1.mp3,44383,44383,Female,19,43876,39,task-6grp,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
DeLTA_001546,DeLTA_Pl204_2,7755d,Pl204_2.mp3,44383,44383,Female,19,43876,39,task-6grp,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_001547,DeLTA_RS431_1,7755d,RS431_1.mp3,44383,44383,Female,19,43876,39,task-6grp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001548,DeLTA_RP330_1,7755d,RP330_1.mp3,44383,44383,Female,19,43876,39,task-6grp,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DeLTA_001549,DeLTA_Rp108_1,7755d,Rp108_1.mp3,44383,44383,Female,19,43876,39,task-6grp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001550,DeLTA_Mc402_1,7755d,Mc402_1.mp3,44383,44383,Female,19,43876,39,task-6grp,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeLTA_001551,DeLTA_TS519_1,10314,TS519_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001552,DeLTA_Rp116_1,10314,Rp116_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001553,DeLTA_tm209_2,10314,tm209_2.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DeLTA_001554,DeLTA_Rp207_1,10314,Rp207_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001555,DeLTA_RS418_2,10314,RS418_2.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001556,DeLTA_Rs206_1,10314,Rs206_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001557,DeLTA_Pl210_2,10314,Pl210_2.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001558,DeLTA_Mc321_1,10314,Mc321_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001559,DeLTA_RF340_2,10314,RF340_2.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DeLTA_001560,DeLTA_ET113_1,10314,ET113_1.mp3,44382.8,44382.8,Male,19,43876,39,task-6gvy,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001561,DeLTA_Pl210_2,10185,Pl210_2.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001562,DeLTA_TS519_1,10185,TS519_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001563,DeLTA_Rp116_1,10185,Rp116_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001564,DeLTA_Rp207_1,10185,Rp207_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001565,DeLTA_tm209_2,10185,tm209_2.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,6,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_001566,DeLTA_Rs206_1,10185,Rs206_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
DeLTA_001567,DeLTA_Mc321_1,10185,Mc321_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001568,DeLTA_RF340_2,10185,RF340_2.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001569,DeLTA_RS418_2,10185,RS418_2.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001570,DeLTA_ET113_1,10185,ET113_1.mp3,44383.5,44383.5,Female,28,43876,39,task-6gvy,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001571,DeLTA_ET113_1,24388,ET113_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001572,DeLTA_tm209_2,24388,tm209_2.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
DeLTA_001573,DeLTA_TS519_1,24388,TS519_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001574,DeLTA_Rp207_1,24388,Rp207_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DeLTA_001575,DeLTA_Rs206_1,24388,Rs206_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001576,DeLTA_Mc321_1,24388,Mc321_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001577,DeLTA_RF340_2,24388,RF340_2.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
DeLTA_001578,DeLTA_Rp116_1,24388,Rp116_1.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001579,DeLTA_RS418_2,24388,RS418_2.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
DeLTA_001580,DeLTA_Pl210_2,24388,Pl210_2.mp3,44383.6,44383.6,Female,24,43876,39,task-6gvy,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001581,DeLTA_MG111_1,bd651,MG111_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001582,DeLTA_cp4_1,bd651,cp4_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001583,DeLTA_ET101_2,bd651,ET101_2.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_001584,DeLTA_Rp134_1,bd651,Rp134_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DeLTA_001585,DeLTA_ET308_2,bd651,ET308_2.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001586,DeLTA_cp3_1,bd651,cp3_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001587,DeLTA_Rf210_1,bd651,Rf210_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001588,DeLTA_MC505_2,bd651,MC505_2.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
DeLTA_001589,DeLTA_ET124_1,bd651,ET124_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001590,DeLTA_ML133_1,bd651,ML133_1.mp3,44382.5,44382.5,Female,27,43876,39,task-6lwf,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
DeLTA_001591,DeLTA_ML133_1,172eb,ML133_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001592,DeLTA_cp4_1,172eb,cp4_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001593,DeLTA_MC505_2,172eb,MC505_2.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001594,DeLTA_MG111_1,172eb,MG111_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001595,DeLTA_ET101_2,172eb,ET101_2.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DeLTA_001596,DeLTA_ET124_1,172eb,ET124_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_001597,DeLTA_Rp134_1,172eb,Rp134_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001598,DeLTA_ET308_2,172eb,ET308_2.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001599,DeLTA_Rf210_1,172eb,Rf210_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DeLTA_001600,DeLTA_cp3_1,172eb,cp3_1.mp3,44383.4,44383.4,Male,58,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DeLTA_001601,DeLTA_cp4_1,9df1b,cp4_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
DeLTA_001602,DeLTA_ET124_1,9df1b,ET124_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeLTA_001603,DeLTA_Rp134_1,9df1b,Rp134_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001604,DeLTA_ML133_1,9df1b,ML133_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001605,DeLTA_cp3_1,9df1b,cp3_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001606,DeLTA_ET101_2,9df1b,ET101_2.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001607,DeLTA_MG111_1,9df1b,MG111_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
DeLTA_001608,DeLTA_ET308_2,9df1b,ET308_2.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DeLTA_001609,DeLTA_Rf210_1,9df1b,Rf210_1.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001610,DeLTA_MC505_2,9df1b,MC505_2.mp3,44383.4,44383.4,Female,43,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DeLTA_001611,DeLTA_ET101_2,01663,ET101_2.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001612,DeLTA_ML133_1,01663,ML133_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
DeLTA_001613,DeLTA_Rp134_1,01663,Rp134_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
DeLTA_001614,DeLTA_MC505_2,01663,MC505_2.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DeLTA_001615,DeLTA_ET308_2,01663,ET308_2.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
DeLTA_001616,DeLTA_cp4_1,01663,cp4_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001617,DeLTA_cp3_1,01663,cp3_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001618,DeLTA_Rf210_1,01663,Rf210_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001619,DeLTA_MG111_1,01663,MG111_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001620,DeLTA_ET124_1,01663,ET124_1.mp3,44383.5,44383.5,Female,20,43876,39,task-6lwf,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DeLTA_001621,DeLTA_MG111_1,03dff,MG111_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DeLTA_001622,DeLTA_ML133_1,03dff,ML133_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
DeLTA_001623,DeLTA_Rp134_1,03dff,Rp134_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
DeLTA_001624,DeLTA_ET308_2,03dff,ET308_2.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
DeLTA_001625,DeLTA_ET101_2,03dff,ET101_2.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
DeLTA_001626,DeLTA_ET124_1,03dff,ET124_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
DeLTA_001627,DeLTA_cp3_1,03dff,cp3_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
DeLTA_001628,DeLTA_cp4_1,03dff,cp4_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DeLTA_001629,DeLTA_Rf210_1,03dff,Rf210_1.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
DeLTA_001630,DeLTA_MC505_2,03dff,MC505_2.mp3,44383.7,44383.7,Female,30,43876,39,task-6lwf,5,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
DeLTA_001631,DeLTA_tm133_1,49c0b,tm133_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001632,DeLTA_SC216_2,49c0b,SC216_2.mp3,44383,44383,Male,24,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeLTA_001633,DeLTA_Rf215_1,49c0b,Rf215_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
DeLTA_001634,DeLTA_SC202_1,49c0b,SC202_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001635,DeLTA_tm204_1,49c0b,tm204_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001636,DeLTA_CT515_1,49c0b,CT515_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DeLTA_001637,DeLTA_PL308_2,49c0b,PL308_2.mp3,44383,44383,Male,24,43876,39,task-6nhf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DeLTA_001638,DeLTA_TS534_2,49c0b,TS534_2.mp3,44383,44383,Male,24,43876,39,task-6nhf,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeLTA_001639,DeLTA_PL403_2,49c0b,PL403_2.mp3,44383,44383,Male,24,43876,39,task-6nhf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DeLTA_001640,DeLTA_TM436_1,49c0b,TM436_1.mp3,44383,44383,Male,24,43876,39,task-6nhf,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeLTA_001641,DeLTA_tm204_1,e9045,tm204_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
DeLTA_001642,DeLTA_Rf215_1,e9045,Rf215_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DeLTA_001643,DeLTA_SC202_1,e9045,SC202_1.mp3,44383.4,44383.4,Female,46,43876,39,task-6nhf,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
