response_id,clip_id,participant_id,language,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,ISOPleasant,ISOEventful,age,gender
ISD_TateModern_TateModern2_TM212_R695,ISD_TateModern_TateModern2_TM212,695,eng,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,-0.1036,0.4393,35.0,Female
ISD_TateModern_TateModern2_TM213_R696,ISD_TateModern_TateModern2_TM213,696,eng,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,-0.25,0.6036,41.0,Male
ISD_TateModern_TateModern2_TM214_R722,ISD_TateModern_TateModern2_TM214,722,eng,5.0,5.0,3.0,2.0,1.0,1.0,2.0,5.0,0.9268,0.1768,38.0,Female
ISD_TateModern_TateModern2_TM215_R719,ISD_TateModern_TateModern2_TM215,719,eng,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,-0.1768,0.5303,39.0,Male
ISD_TateModern_TateModern2_TM215_R720,ISD_TateModern_TateModern2_TM215,720,eng,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.3107,1.0,38.0,Male
ISD_TateModern_TateModern2_TM216_R697,ISD_TateModern_TateModern2_TM216,697,eng,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,0.3839,0.1768,23.0,Male
ISD_TateModern_TateModern2_TM216_R735,ISD_TateModern_TateModern2_TM216,735,eng,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,0.3107,0.6464,23.0,Male
ISD_TateModern_TateModern2_TM217_R717,ISD_TateModern_TateModern2_TM217,717,eng,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.1768,-0.0732,28.0,Female
ISD_TateModern_TateModern2_TM217_R718,ISD_TateModern_TateModern2_TM217,718,eng,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,0.6339,0.0303,73.0,Female
ISD_TateModern_TateModern2_TM218_R699,ISD_TateModern_TateModern2_TM218,699,eng,3.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0,0.2197,0.7803,28.0,Female
ISD_TateModern_TateModern2_TM219_R700,ISD_TateModern_TateModern2_TM219,700,eng,5.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,0.7803,0.4874,22.0,Female
ISD_TateModern_TateModern2_TM220_R716,ISD_TateModern_TateModern2_TM220,716,eng,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,0.2803,-0.3232,32.0,Male
ISD_TateModern_TateModern2_TM221_R701,ISD_TateModern_TateModern2_TM221,701,eng,4.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0303,0.3839,29.0,Female
ISD_TateModern_TateModern2_TM221_R734,ISD_TateModern_TateModern2_TM221,734,eng,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0303,0.7197,25.0,Male
ISD_TateModern_TateModern2_TM222_R715,ISD_TateModern_TateModern2_TM222,715,eng,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,0.3536,0.2071,56.0,Male
ISD_TateModern_TateModern2_TM223_R702,ISD_TateModern_TateModern2_TM223,702,eng,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,0.6036,0.1036,63.0,Female
ISD_TateModern_TateModern2_TM223_R733,ISD_TateModern_TateModern2_TM223,733,eng,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,-0.4268,0.1768,62.0,Male
ISD_TateModern_TateModern2_TM224_R703,ISD_TateModern_TateModern2_TM224,703,eng,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,0.4268,-0.0732,27.0,Female
ISD_TateModern_TateModern2_TM224_R704,ISD_TateModern_TateModern2_TM224,704,eng,5.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,0.7071,-0.3107,27.0,Female
ISD_TateModern_TateModern2_TM224_R731,ISD_TateModern_TateModern2_TM224,731,eng,5.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,0.6768,0.2197,26.0,Female
ISD_TateModern_TateModern2_TM224_R732,ISD_TateModern_TateModern2_TM224,732,eng,5.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,0.9268,0.0303,23.0,Female
ISD_TateModern_TateModern2_TM225_R714,ISD_TateModern_TateModern2_TM225,714,eng,4.0,5.0,4.0,4.0,1.0,3.0,1.0,5.0,0.5303,0.3839,57.0,Male
ISD_TateModern_TateModern2_TM226_R705,ISD_TateModern_TateModern2_TM226,705,eng,4.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,0.4268,0.0303,24.0,Female
ISD_TateModern_TateModern2_TM227_R712,ISD_TateModern_TateModern2_TM227,712,eng,5.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,0.4142,-0.4393,80.0,Male
ISD_TateModern_TateModern2_TM227_R713,ISD_TateModern_TateModern2_TM227,713,eng,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,-0.1036,75.0,Female
ISD_TateModern_TateModern2_TM228_R711,ISD_TateModern_TateModern2_TM228,711,eng,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,0.0732,-0.0303,20.0,Female
ISD_TateModern_TateModern2_TM229_R706,ISD_TateModern_TateModern2_TM229,706,eng,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,0.2071,0.0429,57.0,Male
ISD_TateModern_TateModern2_TM229_R707,ISD_TateModern_TateModern2_TM229,707,eng,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,-0.2803,0.2197,51.0,Male
ISD_TateModern_TateModern2_TM230_R730,ISD_TateModern_TateModern2_TM230,730,eng,4.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,0.6036,0.1464,65.0,Male
ISD_TateModern_TateModern2_TM231_R710,ISD_TateModern_TateModern2_TM231,710,eng,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,0.3536,0.1464,34.0,Female
ISD_TateModern_TateModern2_TM232_R708,ISD_TateModern_TateModern2_TM232,708,eng,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,0.4268,-0.1768,34.0,Female
ISD_TateModern_TateModern2_TM232_R709,ISD_TateModern_TateModern2_TM232,709,eng,5.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,0.8536,0.1036,28.0,Male
ISD_TateModern_TateModern3_TM301_R784,ISD_TateModern_TateModern3_TM301,784,eng,4.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,0.4571,0.0607,73.0,Female
ISD_TateModern_TateModern3_TM301_R785,ISD_TateModern_TateModern3_TM301,785,eng,4.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,0.3839,-0.3661,73.0,Male
ISD_TateModern_TateModern3_TM302_R787,ISD_TateModern_TateModern3_TM302,787,eng,4.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,0.8232,0.0732,,
ISD_TateModern_TateModern3_TM303_R738,ISD_TateModern_TateModern3_TM303,738,eng,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1036,0.0,56.0,Female
ISD_TateModern_TateModern3_TM304_R739,ISD_TateModern_TateModern3_TM304,739,eng,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,0.4268,-0.0732,70.0,Male
ISD_TateModern_TateModern3_TM304_R764,ISD_TateModern_TateModern3_TM304,764,eng,4.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,0.4571,-0.1893,67.0,Female
ISD_TateModern_TateModern3_TM305_R740,ISD_TateModern_TateModern3_TM305,740,eng,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.6036,0.2071,27.0,Female
ISD_TateModern_TateModern3_TM306_R782,ISD_TateModern_TateModern3_TM306,782,eng,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,0.5,0.3536,32.0,Male
ISD_TateModern_TateModern3_TM306_R783,ISD_TateModern_TateModern3_TM306,783,eng,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,0.5303,-0.1339,33.0,Female
ISD_TateModern_TateModern3_TM307_R781,ISD_TateModern_TateModern3_TM307,781,eng,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,0.6036,0.2071,18.0,Female
ISD_TateModern_TateModern3_TM307_R791,ISD_TateModern_TateModern3_TM307,791,eng,5.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,0.4571,0.6036,21.0,Male
ISD_TateModern_TateModern3_TM308_R741,ISD_TateModern_TateModern3_TM308,741,eng,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,0.3107,0.5,48.0,Male
ISD_TateModern_TateModern3_TM309_R742,ISD_TateModern_TateModern3_TM309,742,eng,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.4142,0.3536,56.0,Female
ISD_TateModern_TateModern3_TM310_R743,ISD_TateModern_TateModern3_TM310,743,eng,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,0.4268,0.2197,22.0,Male
ISD_TateModern_TateModern3_TM310_R788,ISD_TateModern_TateModern3_TM310,788,eng,4.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,0.6036,0.2071,18.0,Female
ISD_TateModern_TateModern3_TM310_R789,ISD_TateModern_TateModern3_TM310,789,eng,4.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,0.6036,0.4571,39.0,Male
ISD_TateModern_TateModern3_TM311_R744,ISD_TateModern_TateModern3_TM311,744,eng,4.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,-0.0303,-0.0126,60.0,Female
ISD_TateModern_TateModern3_TM311_R786,ISD_TateModern_TateModern3_TM311,786,eng,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.3536,-0.1464,67.0,Male
ISD_TateModern_TateModern3_TM312_R745,ISD_TateModern_TateModern3_TM312,745,eng,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,0.2803,0.4268,27.0,Female
ISD_TateModern_TateModern3_TM313_R776,ISD_TateModern_TateModern3_TM313,776,eng,3.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,0.5,0.0429,62.0,Male
ISD_TateModern_TateModern3_TM314_R780,ISD_TateModern_TateModern3_TM314,780,eng,5.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,0.6339,-0.6768,20.0,Female
ISD_TateModern_TateModern3_TM316_R779,ISD_TateModern_TateModern3_TM316,779,eng,3.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,0.3232,0.2197,67.0,Female
ISD_TateModern_TateModern3_TM318_R763,ISD_TateModern_TateModern3_TM318,763,eng,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0732,0.1768,24.0,Female
ISD_TateModern_TateModern3_TM319_R746,ISD_TateModern_TateModern3_TM319,746,eng,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,0.4571,-0.1036,25.0,Female
ISD_TateModern_TateModern3_TM319_R775,ISD_TateModern_TateModern3_TM319,775,eng,5.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,0.6036,-0.25,39.0,Male
ISD_TateModern_TateModern3_TM320_R778,ISD_TateModern_TateModern3_TM320,778,eng,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,0.0732,0.5732,27.0,Male
ISD_TateModern_TateModern3_TM321_R748,ISD_TateModern_TateModern3_TM321,748,eng,5.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,0.6036,0.0607,29.0,Male
ISD_TateModern_TateModern3_TM321_R774,ISD_TateModern_TateModern3_TM321,774,eng,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,0.3232,0.0303,27.0,Male
ISD_TateModern_TateModern3_TM322_R747,ISD_TateModern_TateModern3_TM322,747,eng,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,0.5732,0.2803,41.0,Male
ISD_TateModern_TateModern3_TM323_R777,ISD_TateModern_TateModern3_TM323,777,eng,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.4142,69.0,Female
ISD_TateModern_TateModern3_TM324_R749,ISD_TateModern_TateModern3_TM324,749,eng,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,0.2803,0.6768,28.0,Female
ISD_TateModern_TateModern3_TM324_R773,ISD_TateModern_TateModern3_TM324,773,eng,5.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,0.7803,-0.1339,60.0,Female
ISD_TateModern_TateModern3_TM325_R767,ISD_TateModern_TateModern3_TM325,767,eng,4.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,0.25,0.6464,52.0,Female
ISD_TateModern_TateModern3_TM325_R772,ISD_TateModern_TateModern3_TM325,772,eng,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,0.4268,0.5303,,RatherNotSay
ISD_TateModern_TateModern3_TM326_R771,ISD_TateModern_TateModern3_TM326,771,eng,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0732,0.4268,29.0,Female
ISD_TateModern_TateModern3_TM327_R751,ISD_TateModern_TateModern3_TM327,751,eng,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,0.3107,0.1036,19.0,Female
ISD_TateModern_TateModern3_TM328_R752,ISD_TateModern_TateModern3_TM328,752,eng,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,0.3536,0.2071,24.0,Female
ISD_TateModern_TateModern3_TM329_R753,ISD_TateModern_TateModern3_TM329,753,eng,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,0.3536,0.0429,49.0,Female
ISD_TateModern_TateModern3_TM330_R754,ISD_TateModern_TateModern3_TM330,754,eng,4.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,0.5303,-0.2197,26.0,Male
ISD_TateModern_TateModern3_TM331_R761,ISD_TateModern_TateModern3_TM331,761,eng,5.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,0.9268,0.4874,25.0,Female
ISD_TateModern_TateModern3_TM332_R755,ISD_TateModern_TateModern3_TM332,755,eng,5.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,0.7803,0.2803,20.0,Female
ISD_TateModern_TateModern3_TM332_R765,ISD_TateModern_TateModern3_TM332,765,eng,4.0,5.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0303,0.5303,26.0,Male
ISD_TateModern_TateModern3_TM333_R756,ISD_TateModern_TateModern3_TM333,756,eng,4.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,0.3107,0.0607,29.0,Male
ISD_TateModern_TateModern3_TM334_R757,ISD_TateModern_TateModern3_TM334,757,eng,5.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,0.4268,0.3232,43.0,Female
ISD_TateModern_TateModern3_TM334_R762,ISD_TateModern_TateModern3_TM334,762,eng,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,0.0732,-0.1768,45.0,Male
ISD_TateModern_TateModern3_TM335_R758,ISD_TateModern_TateModern3_TM335,758,eng,5.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,0.3536,-0.2322,31.0,Male
ISD_TateModern_TateModern3_TM335_R769,ISD_TateModern_TateModern3_TM335,769,eng,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,0.1768,0.1339,31.0,Male
ISD_TateModern_TateModern3_TM335_R770,ISD_TateModern_TateModern3_TM335,770,eng,5.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,0.7803,-0.1768,22.0,Female
ISD_TateModern_TateModern3_TM336_R759,ISD_TateModern_TateModern3_TM336,759,eng,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,0.1339,0.2197,29.0,Female
ISD_TateModern_TateModern3_TM336_R760,ISD_TateModern_TateModern3_TM336,760,eng,4.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,0.2803,-0.0126,33.0,Male
ISD_TateModern_TateModern3_TM336_R768,ISD_TateModern_TateModern3_TM336,768,eng,5.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,0.3107,-0.1036,33.0,Female
ISD_TateModern_TateModern3_TN327_R766,ISD_TateModern_TateModern3_TN327,766,eng,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,0.4268,0.1768,21.0,Female
ISD_TorringtonSq_TorringtonSq2_TS201_R122,ISD_TorringtonSq_TorringtonSq2_TS201,122,eng,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0429,0.3536,23.0,Male
ISD_TorringtonSq_TorringtonSq2_TS201_R123,ISD_TorringtonSq_TorringtonSq2_TS201,123,eng,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,0.1036,0.5,21.0,Female
ISD_TorringtonSq_TorringtonSq2_TS203_R124,ISD_TorringtonSq_TorringtonSq2_TS203,124,eng,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,0.3232,-0.0303,23.0,Female
ISD_TorringtonSq_TorringtonSq2_TS203_R125,ISD_TorringtonSq_TorringtonSq2_TS203,125,eng,4.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,0.4268,0.3232,22.0,Female
ISD_TorringtonSq_TorringtonSq2_TS205_R126,ISD_TorringtonSq_TorringtonSq2_TS205,126,eng,4.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,0.2803,-0.4697,21.0,Male
ISD_TorringtonSq_TorringtonSq2_TS206_R127,ISD_TorringtonSq_TorringtonSq2_TS206,127,eng,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,-0.1768,0.4268,22.0,Female
ISD_TorringtonSq_TorringtonSq2_TS207_R128,ISD_TorringtonSq_TorringtonSq2_TS207,128,eng,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,0.3536,-0.1036,20.0,Female
ISD_TorringtonSq_TorringtonSq2_TS207_R129,ISD_TorringtonSq_TorringtonSq2_TS207,129,eng,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,0.4571,-0.3536,19.0,Male
ISD_TorringtonSq_TorringtonSq2_TS210_R130,ISD_TorringtonSq_TorringtonSq2_TS210,130,eng,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,-0.1036,0.1893,26.0,Male
ISD_TorringtonSq_TorringtonSq2_TS212_R131,ISD_TorringtonSq_TorringtonSq2_TS212,131,eng,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0732,0.0732,20.0,Male
ISD_TorringtonSq_TorringtonSq2_TS213_R132,ISD_TorringtonSq_TorringtonSq2_TS213,132,eng,4.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,0.3964,0.7071,24.0,Female
ISD_TorringtonSq_TorringtonSq2_TS214_R133,ISD_TorringtonSq_TorringtonSq2_TS214,133,eng,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,-0.25,0.1464,28.0,Male
ISD_TorringtonSq_TorringtonSq2_TS216_R134,ISD_TorringtonSq_TorringtonSq2_TS216,134,eng,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,0.2071,0.3964,31.0,Male
ISD_TorringtonSq_TorringtonSq2_TS216_R135,ISD_TorringtonSq_TorringtonSq2_TS216,135,eng,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.3536,-0.3536,30.0,Female
ISD_TorringtonSq_TorringtonSq2_TS217_R136,ISD_TorringtonSq_TorringtonSq2_TS217,136,eng,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,-0.6768,-0.1339,20.0,Male
ISD_TorringtonSq_TorringtonSq2_TS217_R137,ISD_TorringtonSq_TorringtonSq2_TS217,137,eng,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0732,0.3232,21.0,Male
ISD_TorringtonSq_TorringtonSq2_TS218_R138,ISD_TorringtonSq_TorringtonSq2_TS218,138,eng,1.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,-0.4571,0.8536,62.0,Male
ISD_TorringtonSq_TorringtonSq2_TS220_R139,ISD_TorringtonSq_TorringtonSq2_TS220,139,eng,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,-0.2197,0.4268,20.0,Male
ISD_TorringtonSq_TorringtonSq2_TS221_R140,ISD_TorringtonSq_TorringtonSq2_TS221,140,eng,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0858,25.0,Female
ISD_TorringtonSq_TorringtonSq2_TS221_R141,ISD_TorringtonSq_TorringtonSq2_TS221,141,eng,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,-0.0429,-0.3536,26.0,Male
ISD_TorringtonSq_TorringtonSq2_TS222_R142,ISD_TorringtonSq_TorringtonSq2_TS222,142,eng,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,0.2803,0.4268,,Female
ISD_TorringtonSq_TorringtonSq2_TS223_R143,ISD_TorringtonSq_TorringtonSq2_TS223,143,eng,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0.1036,0.0,,Female
ISD_TorringtonSq_TorringtonSq2_TS224_R144,ISD_TorringtonSq_TorringtonSq2_TS224,144,eng,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,0.2071,-0.1036,23.0,Female
ISD_TorringtonSq_TorringtonSq2_TS225_R145,ISD_TorringtonSq_TorringtonSq2_TS225,145,eng,2.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,-0.1036,0.8536,25.0,Male
ISD_TorringtonSq_TorringtonSq2_TS226_R146,ISD_TorringtonSq_TorringtonSq2_TS226,146,eng,5.0,5.0,5.0,3.0,1.0,1.0,1.0,4.0,0.7803,0.6339,31.0,Female
ISD_TorringtonSq_TorringtonSq2_TS229_R148,ISD_TorringtonSq_TorringtonSq2_TS229,148,eng,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,-0.1464,0.3536,,
ISD_TorringtonSq_TorringtonSq2_TS230_R149,ISD_TorringtonSq_TorringtonSq2_TS230,149,eng,4.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,0.3107,-0.4571,19.0,Male
ISD_TorringtonSq_TorringtonSq2_TS231_R150,ISD_TorringtonSq_TorringtonSq2_TS231,150,eng,4.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,0.3964,0.2929,21.0,Male
ISD_TorringtonSq_TorringtonSq2_TS232_R152,ISD_TorringtonSq_TorringtonSq2_TS232,152,eng,2.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,0.4697,0.4874,27.0,Female
ISD_TorringtonSq_TorringtonSq2_TS233_R151,ISD_TorringtonSq_TorringtonSq2_TS233,151,eng,1.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,-1.0,-0.1036,26.0,Male
ISD_TorringtonSq_TorringtonSq2_TS233_R153,ISD_TorringtonSq_TorringtonSq2_TS233,153,eng,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,-0.0732,0.2803,,Male
ISD_TorringtonSq_TorringtonSq2_TS234_R154,ISD_TorringtonSq_TorringtonSq2_TS234,154,eng,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,-0.0732,0.1768,19.0,Female
ISD_TorringtonSq_TorringtonSq2_TS235_R155,ISD_TorringtonSq_TorringtonSq2_TS235,155,eng,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,-0.1768,0.4268,19.0,Male
ISD_TorringtonSq_TorringtonSq2_TS236_R156,ISD_TorringtonSq_TorringtonSq2_TS236,156,eng,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0.2803,0.6768,20.0,Female
ISD_TorringtonSq_TorringtonSq2_TS237_R157,ISD_TorringtonSq_TorringtonSq2_TS237,157,eng,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,0.2197,-0.1339,,Male
ISD_TorringtonSq_TorringtonSq2_TS238_R158,ISD_TorringtonSq_TorringtonSq2_TS238,158,eng,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,-0.1464,0.5,18.0,Female
ISD_TorringtonSq_TorringtonSq3_TS301_R160,ISD_TorringtonSq_TorringtonSq3_TS301,160,eng,2.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,-0.3536,0.1464,18.0,Female
ISD_TorringtonSq_TorringtonSq3_TS301_R182,ISD_TorringtonSq_TorringtonSq3_TS301,182,eng,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,0.3232,0.2197,19.0,Female
ISD_TorringtonSq_TorringtonSq3_TS301_R183,ISD_TorringtonSq_TorringtonSq3_TS301,183,eng,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,0.1768,-0.4268,25.0,Female
ISD_TorringtonSq_TorringtonSq3_TS301_R187,ISD_TorringtonSq_TorringtonSq3_TS301,187,eng,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,0.3536,0.2929,,Female
ISD_TorringtonSq_TorringtonSq3_TS302_R161,ISD_TorringtonSq_TorringtonSq3_TS302,161,eng,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,-0.2071,0.5,,Male
ISD_TorringtonSq_TorringtonSq3_TS302_R184,ISD_TorringtonSq_TorringtonSq3_TS302,184,eng,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,0.2803,-0.0126,20.0,Female
ISD_TorringtonSq_TorringtonSq3_TS303_R162,ISD_TorringtonSq_TorringtonSq3_TS303,162,eng,3.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,0.3536,-0.25,18.0,Male
ISD_TorringtonSq_TorringtonSq3_TS304_R185,ISD_TorringtonSq_TorringtonSq3_TS304,185,eng,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.1036,0.0,,Male
ISD_TorringtonSq_TorringtonSq3_TS305_R163,ISD_TorringtonSq_TorringtonSq3_TS305,163,eng,4.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,0.4571,0.3107,18.0,Female
ISD_TorringtonSq_TorringtonSq3_TS305_R186,ISD_TorringtonSq_TorringtonSq3_TS305,186,eng,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.1036,0.5,20.0,Female
ISD_TorringtonSq_TorringtonSq3_TS306_R164,ISD_TorringtonSq_TorringtonSq3_TS306,164,eng,4.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.75,0.2071,39.0,Female
ISD_TorringtonSq_TorringtonSq3_TS309_R165,ISD_TorringtonSq_TorringtonSq3_TS309,165,eng,4.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,0.3839,-0.2803,18.0,Female
ISD_TorringtonSq_TorringtonSq3_TS310_R166,ISD_TorringtonSq_TorringtonSq3_TS310,166,eng,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,-0.3964,0.0,20.0,Male
ISD_TorringtonSq_TorringtonSq3_TS310_R167,ISD_TorringtonSq_TorringtonSq3_TS310,167,eng,4.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0303,0.0303,72.0,Female
ISD_TorringtonSq_TorringtonSq3_TS311_R168,ISD_TorringtonSq_TorringtonSq3_TS311,168,eng,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,-0.2803,-0.1339,55.0,Female
ISD_TorringtonSq_TorringtonSq3_TS311_R188,ISD_TorringtonSq_TorringtonSq3_TS311,188,eng,5.0,5.0,3.0,5.0,2.0,3.0,3.0,5.0,0.4571,0.1464,,Male
ISD_TorringtonSq_TorringtonSq3_TS312_R169,ISD_TorringtonSq_TorringtonSq3_TS312,169,eng,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,-0.1464,-0.1036,20.0,Female
ISD_TorringtonSq_TorringtonSq3_TS313_R189,ISD_TorringtonSq_TorringtonSq3_TS313,189,eng,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,-0.3839,0.5732,,Male
ISD_TorringtonSq_TorringtonSq3_TS314_R170,ISD_TorringtonSq_TorringtonSq3_TS314,170,eng,5.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,0.6339,0.3661,41.0,Female
